ID,Title,Pay,OT Pay,Other Pay,Benefits,Compensation,Employment
123750,Medical Social Worker,90185.08,0,0,33570.56,123755.64,FT
123751,Pr Administrative Analyst,76399.54,0,21925,25429.02,123753.56,PT
123752,Psychiatric Social Worker,88819.01,1143.11,592.81,33190.89,123745.82,FT
123753,"Secretary, Health Commission",92162.16,0,0,31579.36,123741.52,PT
123754,Stationary Engineer,78644.9,6812.98,6199.68,32071.62,123729.18,FT
123755,Transit Operator,64869.88,17070.8,6377.91,35406.73,123725.32,FT
123756,Truck Driver,78828.7,8472.76,5069.18,31353.84,123724.48,FT
123757,Registered Nurse,77782.99,6465.87,14479.82,24991.35,123720.03,PT
123758,Program Support Analyst,89407.21,0,0,34307.64,123714.85,FT
123759,"Station Agent, Muni Railway",78356.76,10462.11,3444.84,31447.96,123711.67,FT
123760,Transit Operator,67575.25,15154.8,4661.93,36317.02,123709,FT
123761,Deputy Sheriff,82010.47,4362.21,6752.04,30576.63,123701.35,PT
123762,Medical Social Worker,90142.3,0,0,33557.16,123699.46,FT
123763,Biologist,87782.98,0,3916.93,31982.89,123682.8,FT
123764,Transit Operator,67078.75,17311.13,3551.8,35736.73,123678.41,FT
123765,Transit Operator,66566.55,15547.03,5514.32,36049.73,123677.63,FT
123766,Transit Car Cleaner,60771,25248.06,8627.85,29028.93,123675.84,FT
123767,Electrical Transit System Mech,81830.04,6720.56,2770,32355.1,123675.7,FT
123768,Senior Administrative Analyst,90099.01,0,0,33574.93,123673.94,FT
123769,Transit Operator,65210.01,22391.08,1810.64,34258.6,123670.33,FT
123770,Senior Management Assistant,89302.07,0,807.32,33557.48,123666.87,FT
123771,Planner 3,98627.07,0,0,25026.43,123653.5,FT
123772,Transit Operator,65786.82,17575.72,4844.55,35442.55,123649.64,FT
123773,Transit Operator,64187.81,21779.22,3469.29,34208.28,123644.6,FT
123774,"Operating Engineer, Universal",84917.1,6200.99,895.15,31620.81,123634.05,FT
123775,Stationary Engineer,78848.85,7880.43,4757.82,32135.06,123622.16,FT
123776,Transit Operator,62992.18,25663.1,1151.62,33791.21,123598.11,FT
123777,"Marriage, Family & Child Cnslr",89307.8,0,0,34278.97,123586.77,FT
123778,Protective Services Worker,86153.49,0,4875.27,32549.81,123578.57,PT
123779,Automotive Mechanic,78522,3162.68,8909.4,32981.96,123576.04,FT
123780,Emp & Training Spec 4,89302.02,0,0,34272.75,123574.77,FT
123781,Senior Management Assistant,89302.01,0,0,34272.75,123574.76,FT
123782,Emp & Training Spec 4,89302,0,0,34272.75,123574.75,FT
123783,Rehabilitation Svcs Coord,87941.53,0,2099.12,33525.33,123565.98,FT
123784,Junior Engineer,86150.01,4724.57,0,32690.79,123565.37,FT
123785,Licensed Vocational Nurse,73134,13305.02,6008.87,31115.79,123563.68,FT
123786,"Investigator,Taxi & AccessSvcs",90022.03,0,0,33537.17,123559.2,FT
123787,Truck Driver,79281,191.92,9845.19,34236.07,123554.18,FT
123788,Asst Engr,90274.44,0,0,33274.71,123549.15,FT
123789,Construction Inspector,87546.41,3384.75,911.06,31705.37,123547.59,PT
123790,Program Support Analyst,90000.03,0,0,33542.75,123542.78,FT
123791,Rehabilitation Svcs Coord,88045.05,0,1961.25,33533.85,123540.15,FT
123792,Street Environ Svcs Oprs Supv,88034.13,1974.15,1071.46,32457.65,123537.39,FT
123793,EMT/Paramedic/Firefighter,84656,6985.79,366.32,31525.79,123533.9,FT
123794,Pharmacy Technician,80047,11275.72,692.83,31508.53,123524.08,FT
123795,Public SafetyComm Disp,78316.9,10388.48,4526.46,30287.23,123519.07,PT
123796,Stationary Engineer,78607,9765.97,2615.64,32527.94,123516.55,FT
123797,Deputy Probation Officer,82015.51,11530.97,0,29969.25,123515.73,FT
123798,"Electrl Trnst Mech, Asst Sprv",85865,3868.2,920,32855.66,123508.86,FT
123799,Lieutenant 3,12124,1169.78,106510.14,3690.65,123494.57,PT
123800,Assoc Engineer,89653,0,0,33838.52,123491.52,FT
123801,Health Program Coordinator 2,88709.51,0,1246.52,33534.82,123490.85,FT
123802,Assoc Engineer,92441.64,0,0,31047.28,123488.92,PT
123803,Emp & Training Spec 4,89302.1,0,659,33523.96,123485.06,FT
123804,Engineering Associate 1,80471.06,0,11558.4,31453.22,123482.68,FT
123805,Transit Operator,66523.61,16315.23,4818.18,35821.37,123478.39,FT
123806,Asphalt Finisher Supervisor 1,87837.7,1700.86,835.56,33103.54,123477.66,FT
123807,Electrician,89178.31,0,1439.25,32854.81,123472.37,FT
123808,Emp & Training Spec 4,89302.06,0,624,33516.07,123442.13,FT
123809,Emp & Training Spec 4,89302.04,0,624,33516.09,123442.13,FT
123810,Senior Management Assistant,89302.02,0,624,33516.07,123442.09,FT
123811,Assoc Engineer,90221.06,0,0,33220.97,123442.03,PT
123812,Dentist,94908.67,0,0,28530.58,123439.25,PT
123813,Firefighter,73071.95,7816.01,7349.22,35196.82,123434,FT
123814,Transit Operator,65827.19,17091.97,5007.54,35505.24,123431.94,FT
123815,Transit Operator,64994.61,19298.37,4264.7,34866.27,123423.95,FT
123816,Transit Supervisor,75756.4,10659.49,5373.08,31622.03,123411,FT
123817,Transit Operator,59249.64,28123.42,3681.08,32346.81,123400.95,FT
123818,Police Officer,80574.06,8109.46,2445.64,32266.93,123396.09,FT
123819,Engineer,85637.62,0,8743.38,29007.91,123388.91,PT
123820,Stationary Engineer,78865.84,6500.86,4926.72,33080.39,123373.81,FT
123821,Statnry Eng Water Treat Plant,76473.42,11642.4,3952.93,31301.83,123370.58,FT
123822,Maintenance Machinist,81830.02,8146.64,600,32787.15,123363.81,FT
123823,Training Officer,89127.07,0,0,34232.7,123359.77,FT
123824,Transit Operator,64354.04,19814.74,4559.75,34622.65,123351.18,FT
123825,Psychiatric Social Worker,89112.2,0,0,34235.31,123347.51,FT
123826,Transit Operator,67354.53,19922.72,941.75,35105.68,123324.68,FT
123827,Stationary Engineer,78836.62,7258.75,4283.95,32934.65,123313.97,FT
123828,Transit Operator,64337.99,15339.91,8009.19,35622.9,123309.99,FT
123829,Public Defender's Investigator,89063.61,0,0,34225.73,123289.34,FT
123830,Psychiatric Social Worker,89842.41,0,0,33446.55,123288.96,FT
123831,Transit Supervisor,77431.55,8958.15,4756.55,32139.19,123285.44,FT
123832,"Aprntc Statnry Eng, Sew Plant",81475.21,3143.72,5729.75,32922.67,123271.35,FT
123833,Senior Personnel Analyst,89778,0,0,33491.95,123269.95,FT
123834,"Counselor, Juvenile Hall",65896.79,28463.65,1592.38,27312.66,123265.48,FT
123835,Special Nurse,94642.92,22863.48,4533.83,1220.4,123260.63,PT
123836,Arborist Technician Supervisor,88708.06,390.34,745.2,33413.13,123256.73,FT
123837,Patient Care Assistant,67948,19827.44,5599.2,29878.92,123253.56,FT
123838,Transit Operator,63691.87,26009.45,470.39,33067.08,123238.79,FT
123839,Asst Engr,89021.03,0,0,34212.7,123233.73,FT
123840,Transit Operator,64828.09,19861.96,3888.63,34650.25,123228.93,FT
123841,"Marriage, Family & Child Cnslr",89332.41,0,522.75,33371.9,123227.06,FT
123842,Senior Management Assistant,89013.49,0,0,34208.35,123221.84,FT
123843,Automotive Mechanic,78522,8815.64,4514,31368.68,123220.32,FT
123844,Truck Driver,77769.08,2174.15,12264.15,31012.17,123219.55,FT
123845,"Marriage, Family & Child Cnslr",89902.23,0,0,33314.8,123217.03,FT
123846,Protective Services Worker,87901.67,0,2631.56,32679.93,123213.16,FT
123847,Psychiatric Social Worker,89783.86,0,0,33422.97,123206.83,FT
123848,Transit Operator,67056.89,17372.51,3164.51,35608.73,123202.64,FT
123849,Rehabilitation Svcs Coord,88045.02,0,1684,33473.06,123202.08,FT
123850,"Station Agent, Muni Railway",79858,7190.14,3997.04,32155.43,123200.61,FT
123851,Electrical Line Worker,78154.71,14259.27,721.27,30063.9,123199.15,FT
123852,Sr. Community Devl Spc 1,87980,0,1015,34201.43,123196.43,FT
123853,Sprv Wastewater Cont Inspector,90404.79,768.12,0,32020.82,123193.73,PT
123854,Stationary Engineer,80991.72,3627.38,5746.68,32823.24,123189.02,FT
123855,Nutritionist,88656.53,0,1340,33190.91,123187.44,FT
123856,Special Nurse,113238.96,4008.96,4709.89,1219.59,123177.4,PT
123857,Senior Administrative Analyst,89243.65,0,450.37,33483,123177.02,FT
123858,Police Officer,80574.04,8590.64,1789.2,32221.23,123175.11,FT
123859,Construction Inspector,98271.03,1142.6,1875.17,21886.04,123174.84,FT
123860,Utility Specialist,89689.62,0,0,33475.5,123165.12,FT
123861,Automotive Machinist,79760.82,1682.97,8544.4,33167.69,123155.88,FT
123862,Water Quality Technician,80076.04,11713.25,0,31363.42,123152.71,FT
123863,Police Officer 3,59449.09,1472.97,42248.8,19981.42,123152.28,PT
123864,Physician Specialist,89604.62,0,7797.95,25743.62,123146.19,PT
123865,Transit Operator,66479.02,21212.66,832.19,34619.98,123143.85,FT
123866,"Sr. Stationary Eng, Sew Plant",85528.6,0,5585.02,32024.9,123138.52,PT
123867,Transit Operator,65941.77,20372.04,2093.23,34719.65,123126.69,FT
123868,Licensed Vocational Nurse,65070.94,24001.61,6194.77,27857.16,123124.48,PT
123869,Planner 3-Environmental Review,88923.66,0,0,34188.89,123112.55,FT
123870,Automotive Service Worker,63301,15504.8,13603.14,30692.43,123101.37,FT
123871,Police Officer,80574.04,8111.87,2170.52,32220.26,123076.69,FT
123872,Transit Operator,66181.77,15303.84,5683.01,35897.48,123066.1,FT
123873,Nurse Practitioner,92416.85,0,1300,29339.43,123056.28,PT
123874,Senior Administrative Analyst,89005.56,0,1233.55,32815.76,123054.87,PT
123875,Automotive Mechanic,76291.93,3339.37,10131.3,33291.31,123053.91,FT
123876,Patient Care Assistant,66461.11,21684.95,5641.77,29265.29,123053.12,FT
123877,Transit Operator,65607.86,22781.73,563.81,34097.48,123050.88,FT
123878,HSA Sr Eligibility Worker,74388.23,18577.57,0,30084.18,123049.98,FT
123879,Transit Operator,66313.47,16829.22,4338,35569.04,123049.73,FT
123880,Health Educator,88017.4,0,846.6,34183.29,123047.29,FT
123881,Stationary Engineer,80692.63,4068.27,4820.64,33454.75,123036.29,FT
123882,"Lieutenant, Fire Suppression",16599.61,0,101179.3,5256.65,123035.56,PT
123883,Transit Operator,63393.33,18301.15,6599.69,34740.18,123034.35,FT
123884,Automotive Service Worker,63301,17149.34,12210.57,30357.88,123018.79,FT
123885,Senior Street Inspector,89576,0,0,33439.52,123015.52,FT
123886,Automotive Service Worker,63301,17108.89,12228.98,30372.65,123011.52,FT
123887,Patient Care Assistant,67948,26105.4,250,28707.26,123010.66,FT
123888,Transit Operator,66641.22,17778.01,3191.15,35400.15,123010.53,FT
123889,Transit Operator,67994.71,10972.46,6860.93,37179.22,123007.32,FT
123890,Commercial Div Asst Sprv,82699.75,0,0,40300.52,123000.27,FT
123891,Senior Administrative Analyst,90481.97,0,0,32500.64,122982.61,PT
123892,Fire Alarm Dispatcher,72242,15375.05,4688.02,30675.82,122980.89,FT
123893,IS Programmer Analyst-Senior,88911.28,0,0,34062.6,122973.88,FT
123894,"Counselor, Juvenile Hall SFERS",58900.79,32581.78,3121.82,28367.9,122972.29,FT
123895,Central Processing & Dist Tech,70768.41,15101.3,6458.72,30638.91,122967.34,FT
123896,Arborist Technician,79445,12295.29,0,31225.47,122965.76,FT
123897,"Investigator, Tax Collector",87200.03,2844.12,0,32920.54,122964.69,FT
123898,Utility Specialist,88789.73,0,0,34174.84,122964.57,FT
123899,Architectural Associate 2,89030.18,0,0,33928.45,122958.63,FT
123900,Program Support Analyst,86587.02,3560.48,0,32809.51,122957.01,FT
123901,Personnel Analyst,89802,0,0,33129,122931,FT
123902,Dist Atty Investigator (SFERS),84144.84,256.44,4399.61,34119.63,122920.52,FT
123903,IT Operations Support Admn III,82861.02,0,7926.03,32129.61,122916.66,FT
123904,Rehabilitation Svcs Coord,88045.05,0,1449,33420.15,122914.2,FT
123905,Transit Operator,68395.66,26606.86,5370.8,22540.31,122913.63,FT
123906,Transportation Planner III,90320,0,0,32579.5,122899.5,FT
123907,Bldg & Grounds Maint Sprv,80989.04,4635.06,4677.25,32597.42,122898.77,FT
123908,Legislative Assistant,88718.21,0,0,34173.45,122891.66,FT
123909,Transit Supervisor,69399.6,12700.1,14614.58,26171.47,122885.75,PT
123910,IS Business Analyst,89460.48,0,0,33421.55,122882.03,FT
123911,General Utility Mechanic,84521.01,4613.33,1150,32586.69,122871.03,FT
123912,Nutritionist,88612.94,0,1120,33127.1,122860.04,FT
123913,Attorney (Civil/Criminal),90126.39,0,1125,31597.94,122849.33,PT
123914,Pile Worker,89334.02,0,104,33409.16,122847.18,FT
123915,Transit Operator,65774.33,16978.39,4695.43,35395.7,122843.85,FT
123916,Transit Supervisor,78942.4,6105.39,5468.17,32327.71,122843.67,FT
123917,Truck Driver,79281,129.19,10046.74,33385.56,122842.49,FT
123918,Medical Social Worker,89514.55,0,0,33325.77,122840.32,FT
123919,Transit Operator,65185.49,16491.16,5746.86,35401,122824.51,FT
123920,Transit Operator,66636.68,16868.53,3747.95,35569.03,122822.19,FT
123921,Transit Operator,64872.69,19295.93,3947.92,34705.32,122821.86,FT
123922,General Laborer,61818.01,20729.68,12383.35,27882.15,122813.19,FT
123923,IT Operations Support Admin IV,88678.23,0,0,34132.52,122810.75,FT
123924,Stationary Engineer,79082.33,5414.57,5145.65,33166.14,122808.69,FT
123925,IT Operations Support Admn III,84898,0,5492.78,32417.17,122807.95,FT
123926,Victim/Witness Investigator 3,87036.91,0,1688.23,34080.83,122805.97,FT
123927,Track Maintenance Worker,63043,27200.31,4035.2,28523.45,122801.96,FT
123928,Transit Operator,61479.34,29014.74,394.98,31912.4,122801.46,FT
123929,Registered Nurse,77902.19,4987.93,14848.92,25059.93,122798.97,PT
123930,Stationary Engineer,78792.73,5385.43,6179.26,32431.67,122789.09,FT
123931,Transit Operator,64728.86,19132.4,4215.28,34712.36,122788.9,FT
123932,HSA Sr Eligibility Worker,74587.03,16179.56,1520,30496.61,122783.2,FT
123933,Senior Personnel Analyst,89647.45,0,0,33125.01,122772.46,FT
123934,Locksmith,83880.01,4483.18,1080,33325.74,122768.93,FT
123935,Deputy Sheriff,83547.52,6395.41,950,31873.3,122766.23,FT
123936,Stationary Engineer,76693.2,3228.6,11833.73,31010.32,122765.85,FT
123937,Nursing Assistant,67948.02,25091.14,874,28849.39,122762.55,FT
123938,Physical Therapist,91498,0,0,31258.61,122756.61,PT
123939,Senior Administrative Analyst,89329.1,0,0,33410.76,122739.86,FT
123940,Deputy Probation Officer,90347.64,0,0,32384.9,122732.54,FT
123941,Deputy Probation Officer,90347.62,0,0,32384.9,122732.52,FT
123942,Carpenter,83880.06,4345.27,1890,32611.5,122726.83,FT
123943,Emp & Training Spec 4,89302.03,0,10,33381.87,122693.9,FT
123944,Electrical Transit System Mech,81830.01,0,7473.92,33383.13,122687.06,FT
123945,Senior Management Assistant,89302.03,0,0,33381.17,122683.2,FT
123946,Senior Management Assistant,89302.09,0,0,33379.78,122681.87,FT
123947,Emp & Training Spec 4,89302.08,0,0,33379.74,122681.82,FT
123948,Senior Management Assistant,89302.05,0,0,33379.76,122681.81,FT
123949,Senior Management Assistant,89302.06,0,0,33379.75,122681.81,FT
123950,Emp & Training Spec 4,89302.04,0,0,33379.75,122681.79,FT
123951,Senior Management Assistant,89302.04,0,0,33379.74,122681.78,FT
123952,Senior Management Assistant,89302.04,0,0,33379.74,122681.78,FT
123953,Senior Management Assistant,89302.04,0,0,33379.73,122681.77,FT
123954,Senior Management Assistant,89302.03,0,0,33379.74,122681.77,FT
123955,Senior Management Assistant,89302.03,0,0,33379.74,122681.77,FT
123956,Emp & Training Spec 4,89302.02,0,0,33379.74,122681.76,FT
123957,Senior Management Assistant,89302.03,0,0,33379.73,122681.76,FT
123958,Emp & Training Spec 4,89302.03,0,0,33379.73,122681.76,FT
123959,Senior Management Assistant,89302.02,0,0,33379.74,122681.76,FT
123960,Senior Management Assistant,89302.02,0,0,33379.73,122681.75,FT
123961,Senior Management Assistant,89302.01,0,0,33379.73,122681.74,FT
123962,Senior Management Assistant,89302,0,0,33379.73,122681.73,FT
123963,Emp & Training Spec 4,89302,0,0,33379.73,122681.73,FT
123964,Police Officer,80574.07,7793.53,2048.55,32264.11,122680.26,FT
123965,Electrical Transit System Mech,81830,7091.71,1650,32107.57,122679.28,FT
123966,Senior Management Assistant,89302.12,0,0,33375.06,122677.18,FT
123967,Truck Driver,79281,0,10011.85,33378.64,122671.49,FT
123968,Architectural Assistant 2,84898.01,5353.27,0,32417.17,122668.45,FT
123969,Transit Operator,66848.79,15826.49,4180.49,35802.79,122658.56,FT
123970,Emp & Training Spec 4,89213.85,0,80,33364.13,122657.98,FT
123971,Firefighter,71166.8,16003.63,6452.86,29032.49,122655.78,PT
123972,Training Officer,89127,0,150,33375.07,122652.07,FT
123973,Registered Nurse,90200.78,0,1738.71,30703.98,122643.47,PT
123974,Patient Care Assistant,67948,25647.64,322,28723.4,122641.04,FT
123975,Transit Operator,63691.24,23249.14,2121.63,33574.72,122636.73,FT
123976,Special Nurse,98515.88,8637.53,15479.13,0,122632.54,PT
123977,Cement Mason,77498.01,14321.56,0,30805.7,122625.27,FT
123978,IS Business Analyst-Senior,89732.8,0,0,32872.3,122605.1,FT
123979,Deputy Sheriff,80476.89,2540.62,8683.52,30898.44,122599.47,PT
123980,EMT/Paramedic/Firefighter,76505.64,5572.89,8537.63,31971.34,122587.5,FT
123981,Senior Management Assistant,89227.14,0,0,33351.3,122578.44,FT
123982,Training Officer,89127.01,0,80,33359.37,122566.38,FT
123983,Transit Operator,66755.84,18360.94,2257.24,35189.78,122563.8,FT
123984,Transit Operator,61579.8,23277.38,4507.04,33195.84,122560.06,FT
123985,Deputy Probation Officer,91435.17,0,0,31123.76,122558.93,FT
123986,Accountant IV,90605.18,0,0,31939.84,122545.02,PT
123987,Diagnostic Imaging Tech II,77504.75,15491.65,250,29296.5,122542.9,PT
123988,Apprentice Stationary Engineer,78607,11343.83,526.24,32064.53,122541.6,FT
123989,Transit Operator,62781.8,21415.94,4543.09,33790.4,122531.23,FT
123990,Transit Operator,65178.37,21834.45,1400.31,34117.99,122531.12,FT
123991,Registered Nurse,92479.17,0,23.35,30025.7,122528.22,PT
123992,Airport Communications Disp,81093.33,6696.02,2638.67,32095.42,122523.44,FT
123993,Custodial Assistant Supervisor,60175,30189.93,4219.09,27936.28,122520.3,FT
123994,Electrical Transit System Mech,81830,7309.58,600,32775.32,122514.9,FT
123995,Program Support Analyst,89148.08,0,0,33363.65,122511.73,FT
123996,Electrician,87904.72,34.91,1983,32586.85,122509.48,FT
123997,Psychiatric Social Worker,87930.52,0,1510.32,33061.61,122502.45,FT
123998,Health Educator,89350.42,0,0,33151.77,122502.19,FT
123999,Program Support Analyst,89142.03,0,0,33359.8,122501.83,FT
124000,Accountant III,89146.44,0,0,33352.75,122499.19,FT
124001,Emp & Training Spec 4,89132.26,0,40,33325.43,122497.69,FT
124002,"Marriage, Family & Child Cnslr",87930.45,0,1500,33062.23,122492.68,FT
124003,IT Operations Support Admn III,89142.88,0,0,33344.86,122487.74,FT
124004,Asst Engr,88408.5,0,0,34069.19,122477.69,FT
124005,Stationary Engineer,79867.71,4718.95,5393.88,32494.29,122474.83,FT
124006,Patient Accounts Supervisor,84659,5448.91,0,32365.16,122473.07,FT
124007,Deputy Sheriff,88962.28,0,2534.56,30972.51,122469.35,FT
124008,Training Officer,89127.07,0,0,33341.43,122468.5,FT
124009,Training Officer,89127.05,0,0,33341.43,122468.48,FT
124010,Training Officer,89127.03,0,0,33341.43,122468.46,FT
124011,Training Officer,89127,0,0,33341.43,122468.43,FT
124012,HSA Sr Eligibility Worker,74587.03,15187.82,2064,30614.84,122453.69,FT
124013,EMT/Paramedic/Firefighter,89497.73,0,2839.06,30113.45,122450.24,PT
124014,Truck Driver,79281,1937.89,8235.19,32990.13,122444.21,FT
124015,Accountant III,89058.42,0,0,33379.6,122438.02,FT
124016,Parking Control Officer,59006.37,31145.31,4656.27,27619.79,122427.74,FT
124017,Transit Operator,67697.7,13450.53,4842.14,36429.18,122419.55,FT
124018,Transportation Planner II,89074.49,0,0,33339.55,122414.04,FT
124019,Senior Benefits Analyst,88458.04,0,624,33331.82,122413.86,FT
124020,Utility Analyst,89092.99,0,0,33320.68,122413.67,FT
124021,Mayoral Staff IX,81471.03,0,0,40942.23,122413.26,FT
124022,Health Program Coordinator 3,89075,0,0,33337.2,122412.2,FT
124023,Senior Physician Specialist,99008,0,0,23395.99,122403.99,PT
124024,Deputy Sheriff (SFERS),72881.21,14559.78,3467.15,31490.7,122398.84,FT
124025,Personnel Analyst,89122.76,0,0,33255.36,122378.12,FT
124026,Transit Operator,66264.47,17444.69,3388.15,35263.22,122360.53,FT
124027,Special Nurse,104024.41,72.91,17050.84,1211.52,122359.68,PT
